Product Category,Region,Sales
Office Supplies,Central,60.73
Office Supplies,Central,70.5
Office Supplies,Central,41.9
Office Supplies,East,2172.93
Office Supplies,East,147.61
Office Supplies,East,74.61
Office Supplies,East,33.01
Office Supplies,East,1621.64
Office Supplies,East,84.44
Office Supplies,East,32.44
Office Supplies,East,2947.95
Office Supplies,East,903.23
Office Supplies,East,1203.42
Office Supplies,East,123.36
Office Supplies,East,136.16
Office Supplies,East,72.77
Office Supplies,East,174.47
Office Supplies,East,38.51
Office Supplies,East,61.53
Office Supplies,East,14.53
Office Supplies,East,682.68
Office Supplies,East,188.33
Office Supplies,East,76.07
Office Supplies,East,35.93
Office Supplies,East,5166.41
Office Supplies,East,96.03
Office Supplies,East,85.72
Office Supplies,East,98.65
Office Supplies,East,118.35
Office Supplies,East,44.8
Office Supplies,East,3447.95
Office Supplies,East,7.43
Office Supplies,East,58.06
Office Supplies,East,66.05
Office Supplies,East,193.88
Office Supplies,East,103.34
Office Supplies,East,1287.53
Office Supplies,South,141.83
Office Supplies,South,254.42
Office Supplies,South,2584.53
Office Supplies,South,169.46
Office Supplies,South,172.19
Office Supplies,South,59.22
Office Supplies,South,292.2
Office Supplies,South,2518.37
Office Supplies,South,853.64
Office Supplies,South,156.41
Office Supplies,South,11.41
Office Supplies,South,169.68
Office Supplies,South,38.65
Office Supplies,South,858.94
Office Supplies,South,65.87
Office Supplies,South,71.45
Office Supplies,South,73.33
Office Supplies,South,319.19
Office Supplies,South,121.62
Office Supplies,South,168.04
Office Supplies,South,59.22
Office Supplies,South,104.25
Office Supplies,South,191.83
Office Supplies,South,41.13
Office Supplies,South,87.69
Office Supplies,South,82.52
Office Supplies,South,252.35
Office Supplies,South,182.35
Office Supplies,South,30.54
Office Supplies,South,355.17
Office Supplies,South,13.57
Office Supplies,South,2052.43
Office Supplies,South,345
Office Supplies,South,16.71
Office Supplies,South,52.84
Office Supplies,South,118.16
Office Supplies,South,46.65
Office Supplies,South,1445.24
Office Supplies,South,60.53
Office Supplies,South,38.95
Office Supplies,South,84.53
Office Supplies,West,173.1
Office Supplies,West,132.02
Office Supplies,West,626.46
Office Supplies,West,160.26
Office Supplies,West,148.45
Office Supplies,West,123.88
Office Supplies,West,81.77
Office Supplies,West,104.15
Office Supplies,West,257.25
Office Supplies,West,65.68
Office Supplies,West,154.11
Office Supplies,West,19.37
Office Supplies,West,892.11
Office Supplies,West,163.49
Office Supplies,West,668.98
Office Supplies,West,342.87
Office Supplies,West,85.52
Office Supplies,West,13.32
Office Supplies,West,1168.35
Office Supplies,West,274.91
Office Supplies,West,767.31
Office Supplies,West,388.44
Office Supplies,West,36.09
Office Supplies,West,186.73
Office Supplies,West,67.89
Office Supplies,West,267.53
Office Supplies,West,66.88
Office Supplies,West,55.71
Office Supplies,West,22.61
Office Supplies,West,8.53
Office Supplies,West,68.34
Office Supplies,West,10.48
Office Supplies,Central,53.89
Office Supplies,Central,240.83
Office Supplies,Central,174.33
Office Supplies,Central,1001.02
Office Supplies,Central,428.8
Office Supplies,Central,537.43
Office Supplies,Central,24.33
Office Supplies,Central,13.72
Office Supplies,Central,830.09
Office Supplies,Central,159.92
Office Supplies,Central,24.21
Office Supplies,Central,5.3
Office Supplies,Central,205.78
Office Supplies,Central,195.96
Office Supplies,Central,20.36
Office Supplies,Central,35.22
Office Supplies,Central,14.31
Office Supplies,Central,217.62
Office Supplies,Central,438.06
Office Supplies,Central,641.11
Office Supplies,Central,20.85
Office Supplies,Central,165.18
Office Supplies,Central,270.55
Office Supplies,Central,992.01
Office Supplies,Central,79.37
Office Supplies,Central,167.15
Office Supplies,Central,84.37
Office Supplies,Central,218.43
Office Supplies,Central,71.78
Office Supplies,Central,1122.72
Office Supplies,Central,270.52
Office Supplies,East,56.73
Office Supplies,East,23.78
Office Supplies,East,87.18
Office Supplies,East,165.29
Office Supplies,East,81.06
Office Supplies,East,20.99
Office Supplies,East,1500
Office Supplies,East,31.74
Office Supplies,East,64.41
Office Supplies,East,95.57
Office Supplies,East,29.65
Office Supplies,East,183.67
Office Supplies,East,112.47
Office Supplies,East,82.05
Office Supplies,East,416.53
Office Supplies,East,49.24
Office Supplies,East,71.59
Office Supplies,East,93.82
Office Supplies,East,72.78
Office Supplies,East,589.97
Office Supplies,East,15.68
Office Supplies,East,3096.12
Office Supplies,East,12190.98
Office Supplies,East,482.74
Office Supplies,East,225.14
Office Supplies,East,46.22
Office Supplies,East,114.72
Office Supplies,East,458.86
Office Supplies,East,286.59
Office Supplies,East,114.81
Office Supplies,East,2400.26
Office Supplies,East,600.07
Office Supplies,East,228.5
Office Supplies,East,57.13
Office Supplies,South,14.66
Office Supplies,South,967.62
Office Supplies,South,56.59
Office Supplies,South,162.39
Office Supplies,South,89.7
Office Supplies,South,537.56
Office Supplies,South,32.94
Office Supplies,South,81.45
Office Supplies,South,78.42
Office Supplies,South,11.78
Office Supplies,South,25.04
Office Supplies,South,61.39
Office Supplies,South,52.06
Office Supplies,South,94.07
Office Supplies,South,824.7
Office Supplies,West,98.96
Office Supplies,West,87.79
Office Supplies,West,716.71
Office Supplies,West,92.08
Office Supplies,West,1743.79
Office Supplies,West,40.89
Office Supplies,West,2170.05
Office Supplies,West,76.64
Office Supplies,West,40.79
Office Supplies,West,19.13
Office Supplies,West,79.39
Office Supplies,West,31.55
Office Supplies,West,632.23
Office Supplies,West,382.29
Office Supplies,West,321.52
Office Supplies,West,95.1
Office Supplies,West,10.17
Office Supplies,West,134.19
Office Supplies,West,236.5
Office Supplies,West,15.91
Office Supplies,West,17.33
Office Supplies,West,28.91
Office Supplies,West,1057.2
Office Supplies,West,19.22
Office Supplies,West,62.36
Technology,Central,162.91
Technology,Central,1779.09
Technology,Central,1162.03
Technology,Central,1209.49
Technology,Central,36.5
Technology,Central,858.65
Technology,Central,268.64
Technology,Central,736.06
Technology,Central,1315.29
Technology,Central,1126.05
Technology,Central,90.33
Technology,Central,377.75
Technology,Central,43.58
Technology,Central,2055.97
Technology,Central,634.9
Technology,Central,214.49
Technology,Central,715.84
Technology,East,100.96
Technology,East,4906.36
Technology,East,730.81
Technology,East,163.01
Technology,East,580.7
Technology,East,2322.81
Technology,East,193.69
Technology,East,98.77
Technology,East,84.68
Technology,East,520.5
Technology,East,3674.97
Technology,East,336.66
Technology,East,588.86
Technology,East,304.79
Technology,East,857.95
Technology,East,179.51
Technology,East,2290.69
Technology,East,107.51
Technology,South,1538.48
Technology,South,283.97
Technology,South,130.91
Technology,South,2118.99
Technology,South,267.69
Technology,South,338.71
Technology,South,1234.44
Technology,South,520.09
Technology,South,397.7
Technology,South,330.89
Technology,South,718.03
Technology,South,393.98
Technology,West,1042.72
Technology,West,4170.87
Technology,West,506.38
Technology,West,1912.98
Technology,West,2924.85
Technology,West,19.22
Technology,West,1277.49
Technology,West,4504.21
Technology,West,204.34
Technology,West,2969.58
Technology,West,1320.74
Technology,West,221.59
Technology,West,1207.5
Technology,West,440.87
Technology,West,421.08
Technology,Central,638.69
Technology,Central,693.43
Technology,Central,168.82
Technology,Central,163.37
Technology,Central,413.93
Technology,Central,94.34
Technology,Central,45.03
Technology,Central,4772.09
Technology,Central,358.47
Technology,Central,1320.34
Technology,Central,2685.08
Technology,Central,1657.17
Technology,Central,804.04
Technology,Central,1002.3
Technology,Central,1829.65
Technology,Central,1063.81
Technology,Central,374.81
Technology,Central,11145.81
Technology,Central,438.33
Technology,Central,1878.24
Technology,Central,1106.09
Technology,Central,717.97
Technology,Central,102.21
Technology,Central,558.17
Technology,Central,422.85
Technology,Central,14.53
Technology,Central,599.05
Technology,Central,94.64
Technology,Central,154.65
Technology,Central,2358.86
Technology,Central,65.75
Technology,Central,1106.37
Technology,Central,54.08
Technology,East,562.12
Technology,East,3749.02
Technology,East,2014.57
Technology,East,279.83
Technology,East,64.89
Technology,East,298.28
Technology,East,147.56
Technology,East,2000.26
Technology,East,8667.81
Technology,East,231.62
Technology,East,9375.35
Technology,East,141.29
Technology,East,512.96
Technology,East,82.8
Technology,East,484.56
Technology,South,68.44
Technology,South,153.96
Technology,South,1183.82
Technology,South,91.13
Technology,South,417.47
Technology,South,755.57
Technology,South,332.16
Technology,South,89.6
Technology,South,2180.31
Technology,South,618.36
Technology,South,3550.28
Technology,South,5016.43
Technology,South,613.6
Technology,South,204.16
Technology,South,170.62
Technology,South,293.94
Technology,South,952.26
Technology,South,320.62
Technology,South,42.5
Technology,South,239.35
Technology,West,96.68
Technology,West,654.34
Technology,West,44.24
Technology,West,675.83
Technology,West,690.61
Technology,West,898
Technology,West,1685.94
Technology,West,421.49
Technology,West,2188.06
Technology,West,48.99
Technology,West,565.16
Technology,West,490.04
Technology,West,876.88
Technology,West,587.67
Technology,West,1412.3
Technology,West,143.57
Technology,Central,300.2
Technology,Central,78.66
Technology,Central,58.81
Technology,Central,103.94
Technology,Central,16.76
Technology,Central,193.51
Technology,Central,334.44
Technology,Central,2341.48
Technology,Central,694.35
Technology,Central,350.92
Technology,Central,16243.17
Technology,Central,42.99
Technology,Central,3231.78
Technology,East,58.49
Technology,East,88.83
Technology,East,434.18
Technology,East,990.25
Technology,East,1081.5
Technology,East,374.96
Technology,East,113.87
Technology,East,325.62
Technology,East,53.84
Technology,East,10180.01
Technology,East,706.56
Technology,East,335.17
Technology,East,88.64
Technology,East,552.89
Technology,East,581.08
Technology,South,38.98
Technology,South,370.81
Technology,South,395.85
Technology,South,163.77
Technology,South,719.86
Technology,South,434.52
Technology,South,96.5
Technology,South,264.3
Technology,South,507.37
Technology,South,1902.78
Technology,South,5822.62
Technology,South,202.98
Technology,South,1127.31
Technology,South,1300.54
Technology,South,627.78
Technology,South,135.1
Technology,West,168.37
Technology,West,178.84
Technology,West,570.13
Technology,West,10933.47
Technology,West,2033.98
Technology,West,390.41
Technology,West,998.67
Technology,West,424.67
Technology,West,2807.28
Technology,West,419.98
Technology,West,565.36
Technology,West,119.86
Technology,West,457.63
Technology,Central,797.62
Technology,Central,492.26
Technology,Central,476.76
Technology,Central,195.76
Technology,Central,290.96
Technology,Central,1054.69
Technology,Central,574.24
Technology,Central,1504.1
Technology,Central,1250.19
Technology,Central,479.79
Technology,Central,1619.3
Technology,Central,1602.19
Technology,Central,55.68
Technology,Central,139.68
Technology,Central,86.82
Technology,Central,34.17
Technology,Central,40.56
Technology,Central,1170.19
Technology,East,544.94
Technology,East,595.19
Technology,East,2130.56
Technology,East,518.24
Technology,East,4429.69
Technology,East,511.1
Technology,East,160.5
Technology,East,629.81
Technology,East,65.47
Technology,East,228.3
Technology,East,1670.33
Technology,East,111.46
Technology,East,15296.41
Technology,East,3229.24
Technology,East,383.64
Technology,South,8332.91
Technology,South,2469.01
Technology,South,1392.41
Technology,South,176.42
Technology,South,12.99
Technology,South,415.71
Technology,South,174.44
Technology,South,449.88
Technology,West,207.86
Technology,West,343.3
Technology,West,404.59
Technology,West,308.38
Technology,West,798.89
Technology,West,679.23
Technology,West,272.86
Technology,West,294.87
Technology,West,873.76
Technology,West,22.76
Technology,West,1927.8
Technology,West,480.37
Technology,West,208.67
Technology,West,541.6
Technology,West,76.95
Technology,West,782
Technology,West,38.74
Furniture,Central,63.75
Furniture,Central,19.97
Furniture,Central,968.38
Furniture,Central,3422.18
Furniture,Central,2311.06
Furniture,Central,1125.82
Furniture,Central,281.46
Furniture,Central,104.3
Furniture,Central,17.44
Furniture,Central,732.64
Furniture,Central,272.61
Furniture,Central,341.14
Furniture,Central,205.98
Furniture,Central,67.24
Furniture,Central,38.54
Furniture,Central,56.61
Furniture,Central,2125.12
Furniture,Central,208.82
Furniture,Central,44.75
Furniture,Central,16.53
Furniture,Central,200.72
Furniture,Central,119.29
Furniture,Central,108.64
Furniture,Central,321.37
Furniture,Central,16.73
Furniture,Central,58.29
Furniture,Central,36.16
Furniture,Central,876.88
Furniture,Central,46.51
Furniture,Central,176.33
Furniture,Central,16.68
Furniture,Central,618.85
Furniture,Central,298.54
Furniture,Central,45.42
Furniture,Central,758.18
Furniture,Central,362.98
Furniture,Central,102.43
Furniture,Central,1413.93
Furniture,Central,108.99
Furniture,Central,427.59
Furniture,Central,257.81
Furniture,Central,180
Furniture,Central,22.02
Furniture,Central,43.47
Furniture,Central,123.65
Furniture,Central,20.51
Furniture,Central,334.26
Furniture,Central,3061.74
Furniture,Central,11272.77
Furniture,Central,108.82
Furniture,Central,259.73
Furniture,Central,392.45
Furniture,Central,284.48
Furniture,Central,72.77
Furniture,Central,280.05
Furniture,Central,62.87
Furniture,Central,189.31
Furniture,Central,62.87
Furniture,Central,352.37
Furniture,East,653.19
Furniture,East,663.69
Furniture,East,226.53
Furniture,East,1021.78
Furniture,East,36.75
Furniture,East,197.48
Furniture,East,440.06
Furniture,East,90.45
Furniture,East,544.61
Furniture,East,389.46
Furniture,East,546.48
Furniture,East,480.37
Furniture,East,2017.57
Furniture,East,817.32
Furniture,East,2051.51
Furniture,East,149.41
Furniture,East,696.96
Furniture,East,15.13
Furniture,East,28.16
Furniture,East,69.37
Furniture,East,828.12
Furniture,East,2230.19
Furniture,East,480.86
Furniture,East,1425.71
Furniture,East,1058.36
Furniture,East,244.82
Furniture,East,97.06
Furniture,East,315.51
Furniture,East,8.83
Furniture,East,276.64
Furniture,East,8.48
Furniture,East,224.74
Furniture,East,74.91
Furniture,East,757.22
Furniture,East,2558.99
Furniture,East,31.02
Furniture,East,643.64
Furniture,East,147.19
Furniture,South,122.4
Furniture,South,1384.62
Furniture,South,92.35
Furniture,South,350.48
Furniture,South,2329.77
Furniture,South,321.08
Furniture,South,103.37
Furniture,South,40.22
Furniture,South,120.62
Furniture,South,327.24
Furniture,South,198.08
Furniture,South,834.1
Furniture,South,10.89
Furniture,South,42.13
Furniture,South,542.75
Furniture,South,185.52
Furniture,South,280.54
Furniture,South,55.08
Furniture,South,709.7
Furniture,South,7.15
Furniture,South,74.31
Furniture,South,1467.2
Furniture,South,511.57
Furniture,South,43.77
Furniture,South,315.86
Furniture,South,184.24
Furniture,South,329.49
Furniture,South,166.62
Furniture,West,2763.08
Furniture,West,347.95
Furniture,West,224.29
Furniture,West,129.74
Furniture,West,29.03
Furniture,West,23.93
Furniture,West,33.04
Furniture,West,51.2
Furniture,West,182.33
Furniture,West,68.48
Furniture,West,260.34
Furniture,West,3507.5
Furniture,West,48.72
Furniture,West,204.64
Furniture,West,35.16
Furniture,West,177.01
Furniture,West,125.86
Furniture,West,148.94
Furniture,West,26.44
Furniture,West,45.77
Furniture,West,567
Furniture,West,74.76
Furniture,West,719.95
Furniture,West,2819.81
Furniture,West,658.18
Furniture,West,668.38
Furniture,West,918.08
Furniture,West,1031.23
Furniture,West,700.41
Furniture,West,130.6
Furniture,West,28.66
Furniture,West,14.49
Furniture,West,372.76
Furniture,West,2288.44
Furniture,West,124.06
Furniture,West,80.35
Furniture,West,674.55
Furniture,West,42.58
Furniture,West,190.9
Furniture,Central,24.39
Furniture,Central,535.53
Furniture,Central,1433.95
Furniture,Central,59.28
Furniture,Central,168.8
Furniture,Central,45.79
Furniture,Central,56.68
Furniture,Central,66.02
Furniture,Central,45.84
Furniture,Central,19.15
Furniture,Central,77.62
Furniture,Central,191.26
Furniture,Central,39.33
Furniture,Central,17.81
Furniture,Central,32.62
Furniture,Central,63.93
Furniture,Central,126.69
Furniture,Central,134.1
Furniture,Central,153.87
Furniture,Central,49.78
Furniture,Central,501
Furniture,Central,267.2
Furniture,Central,18.99
Furniture,Central,57.67
Furniture,Central,974.42
Furniture,Central,35.13
Furniture,Central,5043.8
Furniture,Central,39.86
Furniture,Central,2910.12
Furniture,Central,588.5
Furniture,Central,441.43
Furniture,Central,4091.27
Furniture,Central,143.76
Furniture,Central,2756.91
Furniture,Central,2469.94
Furniture,Central,1390.57
Furniture,Central,3.56
Furniture,Central,28.32
Furniture,Central,118.9
Furniture,Central,332.73
Furniture,Central,96.87
Furniture,Central,100.4
Furniture,Central,346.33
Furniture,Central,110.71
Furniture,Central,13
Furniture,Central,123.93
Furniture,Central,130.74
Furniture,Central,1803.92
Furniture,Central,915.6
Furniture,Central,63.01
Furniture,Central,14.4
Furniture,Central,909.89
Furniture,Central,323.33
Furniture,Central,13.34
Furniture,Central,27.61
Furniture,Central,1445.68
Furniture,Central,17.02
Furniture,Central,3198.1
Furniture,Central,1377.7
Furniture,Central,405.31
Furniture,Central,1724.29
Furniture,Central,279.37
Furniture,Central,93.09
Furniture,Central,818.81
Furniture,Central,17.98
Furniture,Central,232.33
Furniture,Central,176.99
Furniture,Central,811.33
Furniture,Central,19.67
Furniture,Central,341.95
Furniture,Central,327.46
Furniture,Central,245.03
Furniture,Central,114.38
Furniture,Central,270.91
Furniture,Central,63.07
Furniture,Central,26.68
Furniture,Central,832.14
Furniture,Central,408.41
Furniture,Central,257.71
Furniture,Central,299.58
Furniture,Central,406.95
Furniture,Central,32.22
Furniture,Central,213.7
Furniture,Central,43.65
Furniture,Central,1714.8
Furniture,Central,1145.6
Furniture,Central,605.1
Furniture,Central,104.85
Furniture,Central,371.73
Furniture,Central,113.06
Furniture,Central,317.85
Furniture,Central,121.83
Furniture,Central,793.23
Furniture,Central,75.9
Furniture,Central,61.69
Furniture,Central,47.93
Furniture,Central,224.16
Furniture,Central,67.75
Furniture,Central,162.88
Furniture,Central,121.29
Furniture,Central,92.58
Furniture,Central,45.38
Furniture,Central,251.61
Furniture,Central,239.59
Furniture,Central,61.6
Furniture,Central,945.44
Furniture,Central,9.2
Furniture,Central,24.52
Furniture,Central,691.16
Furniture,Central,114.37
Furniture,Central,720.56
Furniture,Central,66.9
Furniture,Central,46.02
Furniture,Central,76.42
Furniture,Central,151.34
Furniture,Central,30.65
Furniture,Central,269.61
Furniture,Central,29.74
Furniture,Central,62.38
Furniture,Central,591.58
Furniture,Central,318.22
Furniture,Central,75.32
Furniture,Central,140.22
Furniture,Central,1698.86
Furniture,East,157.64
Furniture,East,410.86
Furniture,East,1216.32
Furniture,East,524.32
Furniture,East,3973.43
Furniture,East,73.35
Furniture,East,14.08
Furniture,East,20.02
Furniture,East,199.12
Furniture,East,1939.25
Furniture,East,77.17
Furniture,East,89.06
Furniture,East,133.53
Furniture,East,344.03
Furniture,East,566.93
Furniture,East,1369.41
Furniture,East,212.94
Furniture,East,5261
Furniture,East,262.89
Furniture,East,1005.73
Furniture,East,541.33
Furniture,East,10.97
Furniture,East,39.55
Furniture,East,108.81
Furniture,East,165.04
Furniture,East,251.01
Furniture,East,8.83
Furniture,East,324.66
Furniture,East,3738.27
Furniture,East,143.15
Furniture,East,560.4
Furniture,East,534.61
Furniture,East,492.77
Furniture,East,297.67
Furniture,East,1989.32
Furniture,East,150.24
Furniture,East,443.44
Furniture,East,221.01
Furniture,East,188.43
Furniture,East,88.15
Furniture,East,112.26
Furniture,East,68.49
Furniture,East,918.97
Furniture,East,33.94
Furniture,South,554.08
Furniture,South,293.38
Furniture,South,206.04
Furniture,South,123.58
Furniture,South,89.26
Furniture,South,232.66
Furniture,South,324.6
Furniture,South,29.08
Furniture,South,72.15
Furniture,South,1202.66
Furniture,South,834.24
Furniture,South,152.93
Furniture,South,1161.65
Furniture,South,183.44
Furniture,South,120.58
Furniture,South,225.76
Furniture,South,126.84
Furniture,South,563.93
Furniture,South,90.44
Furniture,South,259.75
Furniture,South,1315.25
Furniture,South,121.93
Furniture,South,288.41
Furniture,South,53.52
Furniture,South,118.77
Furniture,South,255.31
Furniture,South,202.41
Furniture,South,21.15
Furniture,South,157.15
Furniture,South,92.99
Furniture,South,2030.25
Furniture,South,140.79
Furniture,South,237.83
Furniture,South,422.08
Furniture,South,273.79
Furniture,South,202.57
Furniture,South,260.01
Furniture,South,124.5
Furniture,South,729.6
Furniture,South,629.04
Furniture,South,57.35
Furniture,South,87.68
Furniture,South,366.44
Furniture,South,20.17
Furniture,South,118.99
Furniture,South,43.2
Furniture,South,431.54
Furniture,South,451.83
Furniture,South,171.59
Furniture,South,25.95
Furniture,South,35.38
Furniture,South,1126.49
Furniture,South,22.48
Furniture,West,1005.62
Furniture,West,109.73
Furniture,West,86.12
Furniture,West,121.89
Furniture,West,113.66
Furniture,West,2.77
Furniture,West,43.53
Furniture,West,64.94
Furniture,West,640.33
Furniture,West,437.96
Furniture,West,972.03
Furniture,West,276.72
Furniture,West,99.22
Furniture,West,132.34
Furniture,West,507.36
Furniture,West,28.8
Furniture,West,23.9
Furniture,West,18.69
Furniture,West,1496.96
Furniture,West,300.63
Furniture,West,727.19
Furniture,West,357.9
Furniture,West,35.02
Furniture,West,139.97
Furniture,West,250.24
Furniture,West,219.66
Furniture,West,26.68
Furniture,West,84.6
Furniture,West,90.36
Furniture,West,170.32
Furniture,West,951.56
Furniture,West,1038.14
Furniture,West,139.49
Furniture,West,2470.84
Furniture,West,323.42
Furniture,West,45.56
Furniture,West,40.06
Furniture,West,36.45
Furniture,West,208.2
Furniture,West,11.64
Furniture,West,80.58
Furniture,West,172.04
Furniture,West,28.07
Furniture,West,32.4
Furniture,West,62.48
Furniture,West,665.9
Furniture,West,60.33
Furniture,West,113.42
Furniture,West,12.59
Furniture,West,103.8
Furniture,West,83.09
Furniture,West,8.49
Furniture,West,94.12
Furniture,Central,2239.03
Furniture,Central,181.03
Furniture,Central,10588.96
Furniture,Central,1380.23
Furniture,Central,635.02
Furniture,Central,239.97
Furniture,Central,67.04
Furniture,Central,12.73
Furniture,Central,136.25
Furniture,Central,32.63
Furniture,Central,119.63
Furniture,Central,1094.84
Furniture,Central,52.26
Furniture,Central,3144.64
Furniture,Central,6600.63
Furniture,Central,145.83
Furniture,Central,1719.79
Furniture,Central,112.16
Furniture,Central,818.01
Furniture,Central,573.19
Furniture,Central,1212.69
Furniture,Central,194.87
Furniture,Central,668.1
Furniture,Central,119.53
Furniture,Central,379.9
Furniture,Central,220.92
Furniture,Central,35.97
Furniture,Central,1713.8
Furniture,Central,577.25
Furniture,Central,23.74
Furniture,Central,57.58
Furniture,Central,84.92
Furniture,Central,2099.61
Furniture,Central,1887.63
Furniture,Central,64.19
Furniture,Central,253.87
Furniture,Central,1248.04
Furniture,Central,3298.4
Furniture,Central,117.6
Furniture,Central,18.6
Furniture,Central,307.49
Furniture,Central,76.87
Furniture,Central,666.4
Furniture,Central,170.48
Furniture,Central,199.76
Furniture,Central,94.45
Furniture,Central,74.44
Furniture,Central,2446.78
Furniture,Central,80.33
Furniture,Central,116.11
Furniture,Central,323.85
Furniture,Central,117.49
Furniture,Central,710.41
Furniture,Central,115.37
Furniture,Central,77.51
Furniture,Central,220.98
Furniture,Central,132.1
Furniture,Central,67.64
Furniture,Central,186.03
Furniture,Central,1940.95
Furniture,Central,360.54
Furniture,Central,1900.85
Furniture,Central,13.41
Furniture,Central,34.11
Furniture,Central,289.88
Furniture,Central,81.02
Furniture,Central,1515.98
Furniture,Central,98.16
Furniture,Central,1334.87
Furniture,Central,71.26
Furniture,East,172.34
Furniture,East,1600.41
Furniture,East,3277.49
Furniture,East,8549.04
Furniture,East,261.34
Furniture,East,9.23
Furniture,East,938.05
Furniture,East,173.59
Furniture,East,215.02
Furniture,East,17.42
Furniture,East,69.89
Furniture,East,532.6
Furniture,East,101.65
Furniture,East,179.8
Furniture,East,248.22
Furniture,East,236.31
Furniture,East,61.44
Furniture,East,25.26
Furniture,East,129.48
Furniture,East,283.44
Furniture,East,208.24
Furniture,East,445.31
Furniture,East,3491.94
Furniture,East,458.96
Furniture,East,51.41
Furniture,East,38.67
Furniture,East,510.9
Furniture,East,39.65
Furniture,East,23.03
Furniture,East,1959.88
Furniture,East,1458.58
Furniture,East,184.02
Furniture,East,108
Furniture,East,1341.62
Furniture,East,1302.98
Furniture,East,2647.51
Furniture,South,929.41
Furniture,South,2941.42
Furniture,South,2703.56
Furniture,South,612.92
Furniture,South,5434.66
Furniture,South,7.47
Furniture,South,522.46
Furniture,South,32.07
Furniture,South,16.75
Furniture,South,80.24
Furniture,South,4310.92
Furniture,South,6771.68
Furniture,South,2210.86
Furniture,South,1054.11
Furniture,South,95.42
Furniture,South,115.86
Furniture,South,187.54
Furniture,South,8.65
Furniture,South,476.06
Furniture,South,146.86
Furniture,South,210.33
Furniture,South,436.51
Furniture,South,6226.83
Furniture,South,1779.87
Furniture,South,256.77
Furniture,South,476.24
Furniture,South,70.25
Furniture,South,105.77
Furniture,South,223.01
Furniture,South,105.69
Furniture,South,203.67
Furniture,South,26.01
Furniture,South,51.81
Furniture,South,45.08
Furniture,South,132.23
Furniture,South,389.97
Furniture,South,14.95
Furniture,South,433.35
Furniture,South,570.52
Furniture,South,7767.97
Furniture,South,1916.19
Furniture,South,90.14
Furniture,South,475.21
Furniture,South,117.22
Furniture,South,337.74
Furniture,South,381.56
Furniture,West,6401.65
Furniture,West,13546.94
Furniture,West,8686.35
Furniture,West,2197.75
Furniture,West,87.03
Furniture,West,813.66
Furniture,West,203.42
Furniture,West,74.02
Furniture,West,1268.16
Furniture,West,94.04
Furniture,West,131.32
Furniture,West,115.94
Furniture,West,78.6
Furniture,West,5.81
Furniture,West,587.74
Furniture,West,1277.09
Furniture,West,65.69
Furniture,West,4850.76
Furniture,West,2092.92
Furniture,West,512.55
Furniture,West,88.51
Furniture,West,26.71
Furniture,West,795.27
Furniture,West,190.17
Furniture,West,2011.23
Furniture,West,1349.01
Furniture,West,682.55
Furniture,West,881.15
Furniture,West,86.42
Furniture,West,21.96
Furniture,West,4111.71
Furniture,West,741.45
Furniture,West,794
Furniture,West,359.73
Furniture,West,1087.14
Furniture,West,4348.55
Furniture,West,2262.12
Furniture,West,5131.54
Furniture,West,556.76
Furniture,West,39.8
Furniture,West,9.95
Furniture,West,23.73
Furniture,West,79.11
Furniture,West,177.39
Furniture,West,43.83
Furniture,West,31.24
Furniture,West,277.9
Furniture,West,45.35
Furniture,Central,479.84
Furniture,Central,1000.26
Furniture,Central,2184.99
Furniture,Central,27.96
Furniture,Central,165.03
Furniture,Central,342.62
Furniture,Central,181.11
Furniture,Central,355.92
Furniture,Central,319.3
Furniture,Central,107.82
Furniture,Central,307.15
Furniture,Central,3.67
Furniture,Central,91.39
Furniture,Central,24.68
Furniture,Central,1774.5
Furniture,Central,168.72
Furniture,Central,100.79
Furniture,Central,12.76
Furniture,Central,27.18
Furniture,Central,240.27
Furniture,Central,168.71
Furniture,Central,51.57
Furniture,Central,88.85
Furniture,Central,8.86
Furniture,Central,42.01
Furniture,Central,1302.61
Furniture,Central,125
Furniture,Central,2831.54
Furniture,Central,141.54
Furniture,East,59
Furniture,East,456.73
Furniture,East,30.96
Furniture,East,272.12
Furniture,East,734.51
Furniture,East,190.8
Furniture,East,25.31
Furniture,East,456.37
Furniture,East,281.98
Furniture,East,427.71
Furniture,East,472.7
Furniture,East,3000.54
Furniture,East,12002.16
Furniture,East,432.44
Furniture,East,202.44
Furniture,East,85.8
Furniture,East,106.96
Furniture,East,219.83
Furniture,East,305.84
Furniture,East,400.56
Furniture,East,2444.63
Furniture,East,6654.39
Furniture,East,269.95
Furniture,East,254.36
Furniture,East,63.59
Furniture,East,55.17
Furniture,East,468.99
Furniture,East,105.68
Furniture,East,247.42
Furniture,East,119.93
Furniture,East,595.99
Furniture,East,11.81
Furniture,East,146.13
Furniture,East,255.28
Furniture,East,29.99
Furniture,East,35.44
Furniture,East,128.9
Furniture,East,64.56
Furniture,East,143.63
Furniture,East,1640.59
Furniture,East,60.33
Furniture,East,249.93
Furniture,East,212.65
Furniture,East,36.58
Furniture,East,98.02
Furniture,South,173.5
Furniture,South,1357.19
Furniture,South,302.93
Furniture,South,19.61
Furniture,South,25.77
Furniture,South,237.62
Furniture,South,416.73
Furniture,South,124.3
Furniture,South,121.97
Furniture,South,26.66
Furniture,South,608.33
Furniture,South,80.23
Furniture,South,202.29
Furniture,South,354.25
Furniture,South,12.77
